title,dtime,tag,link
被生活欺骗后，我依然热爱生活,2019-07-24 18:45,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106812
校招实习把我推进了黑工厂？？？,2019-07-22 18:45,打工生活  原创 ,https://www.jianjiaobuluo.com/content/106813
金黄色的秋天，记忆中的童年伙伴 ｜ 女...,2019-07-20 16:42,尖椒tv 尖椒电台  原创 ,https://www.jianjiaobuluo.com/content/106896
女人被骗会有什么后果？,2019-07-19 18:40,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106814
因为轻信，我差点被黑道老板骗去搬砖,2019-07-17 18:35,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106815
“我妈说我是可回收垃圾桶里捡来的。”...,2019-07-17 12:08,原创 尖椒tv 尖椒漫画  ,https://www.jianjiaobuluo.com/content/106866
我的微商大梦,2019-07-15 18:35,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106816
我用血汗换的学费，被工厂生吞了,2019-07-12 18:35,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106817
在工厂厕所遭遇骚扰，我却自责到今天…...,2019-07-12 15:54,原创 性侵害  ,https://www.jianjiaobuluo.com/content/106736
不甘当社畜的年轻人，是不是只能做“三...,2019-07-10 20:30,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106828
我托关系进的“500强”，是一家骗子公司,2019-07-10 18:10,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106818
看完《何以为家》，别只问“穷人为什么...,2019-05-27 18:22,电影  原创 ,https://www.jianjiaobuluo.com/content/106773
旅行的意义 | 诗两首,2019-05-25 09:07,打工生活  原创 ,https://www.jianjiaobuluo.com/content/106783
揭秘下班后，抖音红人干了什么？ | 尖椒...,2019-05-24 18:08,尖椒视频 原创 尖椒tv ,https://www.jianjiaobuluo.com/content/106778
爱上“不该爱的人”，她的人生从此转折...,2019-05-24 18:05,原创 情感　 ,https://www.jianjiaobuluo.com/content/106772
城市套路深，请擦亮双眼,2019-05-22 15:52,生存环境  原创 ,https://www.jianjiaobuluo.com/content/106759
范雨素的春天还有多远,2019-05-20 17:45,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106756
为了生计，彼此只能分开 | 工友诗歌,2019-05-18 09:40,城市生存 原创 ,https://www.jianjiaobuluo.com/content/106742
我要一声响亮的“我愿意” ｜ 女工拉拉,2019-05-17 15:34,原创 性少数 ,https://www.jianjiaobuluo.com/content/106735
做兼职、进厂打工，你需要看清这些套路,2019-05-15 18:54,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106727
北漂的家政女工：十几年来，与中介斗智...,2019-05-13 18:19,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106677
夜再黑也会有星星闪耀，但我还是要追逐...,2019-05-11 20:30,性少数 原创 ,https://www.jianjiaobuluo.com/content/106688
混社会20多年的“老江湖”告诉你她的被...,2019-05-10 18:50,打工生活  原创 ,https://www.jianjiaobuluo.com/content/106687
我们为何会成为JingYao/刘强东的支持者...,2019-05-10 18:40,原创 性骚扰 ,https://www.jianjiaobuluo.com/content/106694
华丽骗术大揭秘 ：小吃培训机构如何骗我...,2019-05-10 11:06,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13573
露宿者,2019-05-08 17:20,原创 图片故事 ,https://www.jianjiaobuluo.com/content/106685
杂货店,2019-05-08 17:17,原创 图片故事 ,https://www.jianjiaobuluo.com/content/106683
小憩的环卫工人,2019-05-08 17:15,原创 图片故事 ,https://www.jianjiaobuluo.com/content/106681
偷花贼,2019-05-08 17:13,图片故事 原创 ,https://www.jianjiaobuluo.com/content/106679
立夏食之味：煮鸡蛋、红鸡蛋、韭菜煎鸡...,2019-05-06 18:58,原创 情感　 ,https://www.jianjiaobuluo.com/content/106653
二十万人拧螺丝，螺丝在拧二十万人,2019-05-06 09:45,工人心声 原创 ,https://www.jianjiaobuluo.com/content/106648
娇艳的桃花、孩子与春天 | 工友诗两首,2019-05-04 09:50,情感　 原创 ,https://www.jianjiaobuluo.com/content/106647
三和大神宋春江：我不想工作,2019-05-03 22:02,生存环境  原创 ,https://www.jianjiaobuluo.com/content/106656
劳动节，那些“看不见的劳动者”,2019-05-03 17:30,原创 打工生活  ,https://www.jianjiaobuluo.com/content/106652
穿越回2000年，打工在外，你要注意这些...,2019-04-29 18:45,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106650
当代女青年的14个崩溃瞬间,2019-04-29 17:45,打工生活  原创 ,https://www.jianjiaobuluo.com/content/106649
麦子熟了，我想起家乡凉薄的月光｜ 工友...,2019-04-27 17:07,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106620
其实我们身边就有很多“苏明玉”,2019-04-26 18:13,原创 电视剧  ,https://www.jianjiaobuluo.com/content/106595
支持Jingyao还是刘强东？可以中立吗？,2019-04-26 18:13,热点评论  原创 ,https://www.jianjiaobuluo.com/content/106607
第一次开淘宝店，就遇上了“差评师”,2019-04-24 18:33,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106601
我们被生活烤出油滴 | 工友诗歌,2019-04-20 20:30,原创 ,https://www.jianjiaobuluo.com/content/106578
都说母女情似海深，要我说简直是“冤孽...,2019-04-19 11:36,原创 个人成长 ,https://www.jianjiaobuluo.com/content/106579
养猫就像养娃：那些猫咪教会我的事,2019-04-19 09:45,原创 生育  ,https://www.jianjiaobuluo.com/content/106543
滴血的商品：你没有了钱，而我没有了手,2019-04-17 16:25,工人维权 原创 ,https://www.jianjiaobuluo.com/content/106544
《都挺好》中同样是女人，她却没有苏明...,2019-04-15 09:25,原创 工人心声 ,https://www.jianjiaobuluo.com/content/106545
总有些麦芒刺痛我 | 工友诗三首,2019-04-13 13:18,原创 工人心声 ,https://www.jianjiaobuluo.com/content/106552
不能再妥协，我的外婆要离婚,2019-04-12 18:06,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106550
不同行业同款社畜，2019我们离做个人还...,2019-04-10 20:23,原创 工人维权  ,https://www.jianjiaobuluo.com/content/106546
蟑螂药蚂蚁药臭虫药……别急着掏钱，小...,2019-04-08 18:07,原创 生存环境  ,https://www.jianjiaobuluo.com/content/106542
我生活过的小村庄，如今改变了吗？ ｜ ...,2019-04-06 20:00,生存环境  原创 ,https://www.jianjiaobuluo.com/content/106499
时至清明，家乡的女孩却不能上坟打幡,2019-04-05 18:45,性别平等 原创 ,https://www.jianjiaobuluo.com/content/106497
男友家长要见我，他们该不会是要......,2019-04-03 19:47,情感　 原创 ,https://www.jianjiaobuluo.com/content/106487
岂止996！女程序员熬夜加班，回家还要带...,2019-04-01 15:26,生存环境  原创 ,https://www.jianjiaobuluo.com/content/106464
你们不生崽，就不要到我们屋里来 | 工友...,2019-03-30 13:44,原创 生存环境  ,https://www.jianjiaobuluo.com/content/13685
那一抹守护家园的身影,2019-03-30 12:33,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13688
女人的力量正在翻转国家，用抗议、呐喊...,2019-03-29 18:43,国际资讯 原创翻译 ,https://www.jianjiaobuluo.com/content/106461
“反叛”救了苏明玉，也曾救过我,2019-03-27 18:04,重男轻女 原创 ,https://www.jianjiaobuluo.com/content/106439
所幸，他们《都挺好》的,2019-03-27 17:59,生存环境  原创 ,https://www.jianjiaobuluo.com/content/106440
《我家那闺女》逼婚大法？且看在下见招...,2019-03-25 17:23,原创 性别评论  ,https://www.jianjiaobuluo.com/content/106430
离婚后，她成了纸箱厂老板,2019-03-25 17:22,家暴 原创 ,https://www.jianjiaobuluo.com/content/106431
童年的燕子，伴我成长 | 女人辣么大,2019-03-23 20:30,个人成长 原创 ,https://www.jianjiaobuluo.com/content/106419
患病、欠债又失业，“白衣天使”的善举...,2019-03-22 17:21,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13687
以结婚为目的的恋爱都是耍流氓,2019-03-22 12:00,情感  原创 ,https://www.jianjiaobuluo.com/content/106402
发动全美第一场反性骚扰罢工的小姐姐，...,2019-03-20 18:02,原创翻译 国际女工 ,https://www.jianjiaobuluo.com/content/106403
男女比例失衡有多严重？且看丹儿相亲记,2019-03-20 17:32,性别平等 原创 ,https://www.jianjiaobuluo.com/content/13654
求职季，聊聊文凭和学历那些事儿,2019-03-18 19:43,原创 实用攻略  ,https://www.jianjiaobuluo.com/content/13680
她的青春开始了，又结束了,2019-03-18 16:58,原创 生存环境  ,https://www.jianjiaobuluo.com/content/13684
我成为了一只不问世事的鹿 | 工友诗三首,2019-03-16 20:25,工人心声 原创 ,https://www.jianjiaobuluo.com/content/13586
家政女工：她们用双手撑起城市,2019-03-15 18:34,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13686
列车女工，不一样的除夕夜,2019-03-14 17:06,原创 生存环境  ,https://www.jianjiaobuluo.com/content/13655
惊奇队长“不漂亮”？这并不重要，重要...,2019-03-14 15:33,原创 热点评论  ,https://www.jianjiaobuluo.com/content/13682
性侵记忆，我的童年噩梦,2019-03-12 20:30,原创 性侵害  ,https://www.jianjiaobuluo.com/content/13595
被嫌弃的“赔钱货”的人生,2019-03-11 17:39,原创 生存环境  ,https://www.jianjiaobuluo.com/content/13596
那些生活在城中村的年轻人，如何抵抗回...,2019-03-11 14:37,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13653
家，她们逃离和坚守的地方 | 3·8妇女节...,2019-03-08 10:00,原创 家暴 ,https://www.jianjiaobuluo.com/content/13628
会性侵你的，可能还有你的亲人,2019-03-07 15:26,性侵害  原创 ,https://www.jianjiaobuluo.com/content/13547
重男轻女不受待见，以德报怨拦在门前,2019-03-05 14:21,重男轻女 原创 ,https://www.jianjiaobuluo.com/content/13588
因为彩礼，丈夫差点要和我离婚,2019-03-04 13:58,情感　  原创 ,https://www.jianjiaobuluo.com/content/13587
短暂的批判 | 工友诗三首,2019-03-02 12:30,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13561
外出打工者、留守老人还有亲爱的孩子们...,2019-03-02 11:00,工人心声 原创 ,https://www.jianjiaobuluo.com/content/13548
妈妈，请你不要再批评我了，好吗？,2019-03-01 18:00,情感　 原创 ,https://www.jianjiaobuluo.com/content/13456
她们在深圳，终日劳作，与世隔绝,2019-03-01 10:48,原创 生存环境  ,https://www.jianjiaobuluo.com/content/13562
女性的职业道路充满艰辛，但我绝不认输,2019-02-28 11:40,原创 性别平等 ,https://www.jianjiaobuluo.com/content/13606
一对姐弟跨越15年的对话：我离开了故乡...,2019-02-28 11:04,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13605
招聘单位不得询问女性婚育情况，已婚妇...,2019-02-26 13:53,原创 性别平等 ,https://www.jianjiaobuluo.com/content/13594
30岁，你敢不结婚吗？,2019-02-26 13:49,原创 性别平等 ,https://www.jianjiaobuluo.com/content/13593
柚子花飘香的季节，我想起了天堂的外婆...,2019-02-23 18:00,情感　 原创 ,https://www.jianjiaobuluo.com/content/13574
为了家人的团圆，他们的青春燃烧殆尽 |...,2019-02-23 10:30,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13546
年前最后一天班，我收到了年度涨薪一百...,2019-02-22 18:27,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13545
删帖也不能阻挡我向富士康追缴公积金,2019-02-22 16:27,原创 工厂生活 ,https://www.jianjiaobuluo.com/content/13142
面对“性侵”，我们无意识中成为了“帮...,2019-02-21 14:50,原创 性侵害  ,https://www.jianjiaobuluo.com/content/13421
南下打工，妈妈把整个小卖部塞进了我行...,2019-02-21 12:56,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13553
我和老板儿子谈恋爱，丢了工作没了工资,2019-02-20 14:55,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13472
受人称赞的“贤淑”女人，苦乐自知,2019-02-19 11:10,原创 性别平等 ,https://www.jianjiaobuluo.com/content/13448
家政女工吐槽春晚小品：二百元“天价”...,2019-02-18 18:23,工人心声 原创 ,https://www.jianjiaobuluo.com/content/13543
模特梦碎，我却不知道自己是不是受骗了,2019-02-18 14:24,原创 打工生活  ,https://www.jianjiaobuluo.com/content/13455
赞美黑暗，我们不需要所谓的光明 | 诗歌,2019-02-16 14:48,工人心声 原创 ,https://www.jianjiaobuluo.com/content/13534
小灰灰，下辈子我还要你做我的猫,2019-02-16 11:39,情感　 原创 ,https://www.jianjiaobuluo.com/content/13422
童年的回忆，摔倒的疤痕,2019-02-15 18:43,个人成长 原创 ,https://www.jianjiaobuluo.com/content/13516
恋爱中没有私人空间的我，好像一条“狗...,2019-02-14 15:04,性别平等 原创 ,https://www.jianjiaobuluo.com/content/13423
姑娘，这是你10年后牛逼闪闪的样子！,2019-02-14 13:20,生存环境  ,https://www.jianjiaobuluo.com/content/13517
出嫁的女儿，回不去的团圆饭,2019-02-12 18:32,性别平等 原创 ,https://www.jianjiaobuluo.com/content/13509
作为虚拟的家庭成员，我在雇主家过年 |...,2019-02-12 18:29,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13510
《知否》：9012了，你还在宫斗/宅斗吗？,2019-02-11 17:51,原创 性别评论  ,https://www.jianjiaobuluo.com/content/13502
春节回家的路 | 工友诗两首,2019-02-02 11:30,原创 打工生活  ,https://www.jianjiaobuluo.com/content/13480
回乡之路 | 2019女工贺岁片（内有彩蛋）,2019-02-01 11:30,尖椒tv 原创 尖椒视频 ,https://www.jianjiaobuluo.com/content/13479
家政女工：春节服务费涨价，大部分都进...,2019-02-01 11:04,原创 工人心声 ,https://www.jianjiaobuluo.com/content/13473
回乡之路 | 车站掠影,2019-01-31 14:11,摄影 原创 ,https://www.jianjiaobuluo.com/content/13481
过年了，红包“恐慌症”来袭,2019-01-31 13:35,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13471
家政女工为你揭秘行业秘密,2019-01-30 16:01,原创 工人心声 ,https://www.jianjiaobuluo.com/content/13365
儿时的年味，逝去的青春,2019-01-30 14:37,打工生活  原创 ,https://www.jianjiaobuluo.com/content/13420
她15岁当童工，遭受了法律也弥补不了的...,2019-01-29 18:00,原创 打工生活  ,https://www.jianjiaobuluo.com/content/13436
单身女青年过年回家怕什么？ | 漫画,2019-01-29 13:42,原创 性别平等 ,https://www.jianjiaobuluo.com/content/13466
在外打工的女孩，生活紧张又充实 | 工友...,2019-01-26 11:19,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13457
我和骗子微信聊了一个月，成功当上TA的...,2019-01-25 19:06,生存环境  原创 ,https://www.jianjiaobuluo.com/content/13389
肩不能扛手不能提，不爱武装爱红妆……...,2019-01-24 18:00,原创 性别平等 尖椒tv 尖椒视频 ,https://www.jianjiaobuluo.com/content/13434
花开花落四十载，以笔为刃解枷锁,2019-01-23 17:36,工人心声 原创 ,https://www.jianjiaobuluo.com/content/13399
孩子上学，家长考试——想在深圳读书究...,2019-01-23 17:30,流动儿童 原创 ,https://www.jianjiaobuluo.com/content/13414
